ip_request_rate,method_encoded,avg_time_between_requests,unique_endpoints,is_sensitive_endpoint
9,0,1.659,5,0
109,2,0.141,1,1
7,0,3.99,2,0
133,3,0.085,1,0
8,0,2.474,3,1
87,1,0.154,1,1
148,3,0.122,1,1
1,0,4.205,4,1
12,1,0.522,4,0
1,1,1.563,5,1
2,0,3.684,5,0
10,0,1.321,7,0
12,0,4.989,7,0
3,0,2.308,6,0
91,0,0.109,1,0
1,0,2.782,5,0
4,1,4.554,2,1
4,0,3.026,6,0
10,1,1.145,3,0
14,1,2.182,5,0
81,3,0.141,1,0
7,0,0.942,2,0
7,1,0.532,3,0
5,1,4.257,4,0
173,1,0.092,1,1
3,0,4.434,7,0
7,0,3.774,6,0
2,0,2.694,6,0
5,1,4.596,4,0
2,1,3.412,4,1
11,1,2.957,7,1
1,0,1.554,4,0
2,0,2.428,6,0
13,0,0.859,3,0
193,0,0.197,1,0
14,0,3.023,6,0
5,0,1.325,5,0
8,1,3.507,2,0
6,1,4.083,2,0
11,0,4.068,2,0
12,1,2.463,6,0
14,0,1.139,5,1
2,1,0.994,6,0
8,0,3.914,2,0
67,2,0.177,1,1
14,0,0.929,4,0
8,0,4.543,4,0
3,0,4.167,4,0
150,2,0.064,1,0
12,0,0.847,7,0
9,1,0.925,3,0
3,1,4.628,7,1
128,0,0.149,1,1
7,1,1.204,2,0
144,0,0.017,1,1
1,1,0.638,6,0
7,1,1.288,3,1
8,0,1.623,6,0
6,0,3.768,4,0
5,0,2.745,7,0
11,1,0.68,2,0
8,1,2.817,6,0
1,0,0.597,6,0
7,1,4.733,4,0
8,0,1.887,3,0
1,0,1.096,6,0
12,0,4.648,5,0
7,1,2.293,5,0
192,2,0.08,1,0
121,1,0.042,1,0
4,0,4.693,6,0
192,1,0.114,1,1
3,1,2.494,6,0
5,0,1.038,2,0
61,0,0.106,1,0
14,1,1.094,3,0
6,1,1.479,5,0
2,1,3.649,6,0
5,1,4.013,7,0
5,1,4.166,2,0
68,1,0.139,1,0
4,1,2.275,6,1
6,0,0.525,7,0
7,1,4.693,6,1
28,0,0.018,1,1
122,0,0.136,1,0
10,1,2.984,6,1
5,1,2.047,4,0
39,2,0.126,1,0
3,0,3.773,7,0
5,0,1.297,6,0
6,1,2.144,6,0
4,1,1.244,5,0
3,0,3.878,5,0
5,0,4.341,7,0
5,1,4.777,2,0
14,0,3.436,5,0
13,1,2.032,5,0
12,1,3.688,5,0
4,1,2.008,3,0
11,1,2.691,3,1
6,1,0.874,4,0
11,1,3.43,3,0
6,1,2.684,7,0
14,0,3.739,2,0
4,0,0.591,3,0
6,1,3.261,4,0
1,0,2.968,4,1
11,1,1.625,2,0
12,1,4.958,4,0
4,0,3.009,5,1
5,0,4.756,3,0
6,1,3.032,6,0
89,0,0.049,1,1
4,0,3.508,5,0
13,0,4.522,3,0
2,1,4.894,7,0
8,1,3.808,6,0
9,0,2.861,2,0
8,1,2.23,6,0
6,1,4.659,3,0
4,1,3.65,5,0
8,1,1.319,4,0
7,0,1.564,3,0
13,0,0.807,5,0
3,1,2.075,5,0
8,1,2.934,6,0
13,1,1.67,6,0
12,1,1.554,2,0
12,0,3.161,4,0
6,1,3.424,2,0
14,0,0.652,7,0
6,1,3.693,3,0
60,0,0.052,1,1
4,0,3.92,5,0
14,0,4.859,2,0
13,0,3.307,2,0
10,1,4.643,3,0
12,1,2.9,6,0
43,0,0.043,1,1
2,0,4.003,2,0
1,1,4.004,5,0
14,0,1.905,3,1
10,0,2.678,6,0
13,0,0.735,4,0
12,0,2.244,7,0
5,1,2.592,3,0
13,1,2.744,7,0
1,1,2.731,6,0
170,3,0.056,1,1
6,1,4.146,3,0
10,0,4.758,6,1
67,2,0.134,1,1
3,0,3.605,7,0
9,1,0.995,2,1
8,0,4.538,3,0
113,3,0.192,1,0
14,0,0.708,3,0
10,0,3.376,6,0
1,0,0.928,5,0
116,3,0.033,1,1
3,1,2.345,4,1
2,1,2.412,7,0
5,1,0.977,7,0
1,1,2.195,5,0
4,0,0.891,6,0
6,1,1.276,6,0
1,0,0.556,6,0
2,1,2.477,4,0
173,0,0.182,1,0
9,1,4.29,3,0
9,0,4.377,6,0
8,0,2.978,7,0
11,1,1.755,6,0
13,1,3.179,7,1
14,1,0.914,2,0
169,1,0.178,1,0
6,1,4.275,3,0
14,1,1.234,3,0
14,1,4.119,6,0
11,0,0.99,2,0
4,1,1.668,4,0
9,1,1.01,5,0
11,0,1.433,7,0
8,1,3.274,2,0
198,0,0.022,1,0
13,0,2.028,2,0
3,1,1.619,3,1
14,0,3.608,7,0
87,0,0.167,1,1
1,1,2.212,5,1
1,0,1.93,4,0
11,1,3.627,6,0
13,1,3.299,6,0
11,1,3.572,3,0
6,1,1.682,2,0
7,1,2.312,2,0
130,2,0.195,1,1
14,1,3.005,5,1
2,0,1.667,7,0
4,1,1.447,2,0
12,0,2.493,3,0
4,1,4.65,6,0
144,3,0.192,1,0
11,1,4.16,4,0
13,0,4.577,2,0
12,0,3.819,3,0
10,1,1.484,4,0
1,1,1.796,3,1
98,2,0.035,1,0
11,1,2.093,4,0
9,0,4.747,4,0
8,0,1.125,4,0
4,0,3.884,6,0
12,1,3.655,5,0
11,1,1.348,7,0
11,0,4.678,4,0
1,0,3.235,4,0
12,1,2.816,5,0
5,0,3.084,7,0
122,0,0.064,1,0
4,1,4.368,5,0
57,3,0.149,1,0
9,0,3.559,7,0
5,1,4.875,2,0
9,1,4.352,5,0
11,1,3.709,2,0
153,2,0.127,1,1
4,0,0.988,6,0
6,0,4.081,2,0
165,3,0.07,1,1
6,0,2.67,3,0
12,0,2.336,5,0
11,1,1.482,5,0
9,1,0.847,4,0
13,1,2.272,3,0
14,1,2.191,7,0
12,1,1.565,5,0
126,0,0.172,1,0
174,2,0.169,1,1
11,1,3.151,7,0
1,1,3.534,4,0
6,0,3.828,7,0
5,0,4.815,6,0
10,1,3.087,6,0
8,1,4.957,6,0
10,1,3.571,4,1
1,0,4.479,3,0
11,0,1.351,3,0
3,0,4.057,7,0
2,1,3.966,3,0
7,0,1.735,2,1
4,1,4.312,5,0
12,0,3.789,6,0
166,2,0.195,1,0
1,0,4.856,3,0
11,0,2.348,3,0
13,0,1.815,6,0
14,0,1.257,7,0
9,1,2.254,7,0
5,0,3.968,4,0
7,1,4.176,4,0
147,3,0.107,1,1
2,1,1.613,2,0
2,0,2.888,5,0
8,0,0.809,7,0
12,0,3.918,7,0
86,1,0.071,1,1
10,1,1.694,4,1
9,0,4.867,5,0
2,0,3.218,3,1
13,1,0.807,6,0
9,1,4.265,2,0
11,0,2.918,7,0
7,1,3.608,3,1
13,0,3.531,5,0
4,1,1.702,3,0
12,1,4.423,7,0
9,0,3.777,2,0
10,1,3.358,6,0
12,1,2.375,5,0
5,1,2.274,5,0
2,0,3.788,5,0
5,0,4.554,7,0
13,0,2.773,7,0
11,1,2.488,5,0
2,0,1.139,3,0
4,0,3.124,6,0
197,2,0.102,1,1
1,0,4.21,2,0
4,0,4.846,6,0
13,1,3.89,2,0
14,0,1.859,5,0
1,0,2.106,3,1
1,1,1.177,6,0
178,3,0.05,1,0
1,1,3.888,4,0
7,1,3.825,3,0
3,0,0.841,6,0
9,1,4.663,2,0
126,0,0.178,1,1
14,1,4.894,6,0
3,0,4.995,4,0
10,1,1.171,3,1
5,0,4.606,2,0
14,1,3.722,7,0
96,2,0.037,1,1
3,0,3.183,2,0
2,0,0.783,2,0
7,0,2.693,4,1
3,1,1.323,4,0
9,0,2.58,3,0
6,1,1.729,6,0
13,1,1.009,3,0
4,1,2.694,4,0
61,3,0.156,1,1
12,0,1.484,6,0
11,0,4.562,3,0
13,1,2.282,5,1
9,1,2.39,5,0
111,2,0.045,1,1
3,1,4.609,5,0
1,0,4.621,2,0
12,1,4.094,4,0
13,1,2.805,2,0
9,0,4.729,4,0
2,1,4.04,2,0
14,1,3.0,5,0
7,1,3.478,4,0
10,1,1.445,4,0
9,0,2.824,6,0
84,3,0.106,1,0
13,0,2.354,2,0
8,0,4.116,4,1
4,1,1.359,2,0
1,1,0.873,5,0
12,1,0.852,6,0
6,1,3.579,2,0
11,1,1.953,5,0
10,0,4.263,7,0
14,0,1.781,2,0
146,0,0.183,1,1
5,1,3.194,7,1
10,0,2.588,3,0
39,2,0.024,1,1
4,0,0.867,4,0
7,1,2.979,4,0
9,1,2.679,2,0
165,3,0.075,1,0
12,1,2.021,7,0
9,0,2.645,5,1
14,0,2.947,4,0
1,0,1.457,7,0
10,1,4.352,4,0
3,1,4.273,3,1
11,1,1.468,6,0
6,1,1.826,7,0
7,1,3.025,6,0
8,0,3.172,7,0
6,0,1.04,4,0
3,0,2.103,2,0
13,0,1.884,2,0
10,0,1.685,2,0
5,1,3.896,6,0
79,2,0.157,1,0
8,0,3.814,5,0
10,0,2.357,6,0
11,0,4.274,4,0
6,1,2.215,5,1
13,0,4.243,6,0
3,0,3.577,7,0
2,1,1.843,3,0
2,0,3.593,3,0
3,1,3.091,6,0
4,1,2.395,4,0
3,0,4.521,4,0
3,1,4.453,5,0
175,2,0.18,1,0
72,1,0.076,1,1
14,0,1.859,4,1
1,1,3.698,6,0
14,1,1.575,5,0
12,0,3.37,3,0
5,1,3.167,5,1
14,0,4.693,7,1
6,0,4.653,3,0
3,0,2.687,3,0
6,1,1.543,2,0
3,1,3.208,3,0
5,1,2.332,4,0
13,0,1.357,2,0
9,1,3.754,2,0
13,1,1.005,3,0
14,0,2.218,3,0
5,1,3.369,6,0
66,1,0.093,1,0
11,1,3.417,3,0
8,1,3.755,7,1
14,0,0.768,5,1
11,1,1.19,3,0
7,1,3.856,2,0
7,1,1.762,3,1
5,0,1.233,3,0
13,0,2.371,6,1
9,0,2.088,3,0
8,1,0.793,6,0
2,0,2.984,4,0
13,0,0.617,7,0
11,0,1.772,2,0
5,0,3.332,5,0
156,0,0.061,1,1
8,1,2.652,7,0
9,0,4.409,2,0
8,1,4.177,4,0
14,1,4.836,4,0
4,0,3.346,2,0
10,0,2.754,5,0
6,0,4.287,3,0
89,3,0.105,1,1
9,0,3.782,5,0
12,1,3.555,4,0
11,1,1.537,3,1
3,1,1.612,6,0
14,0,3.964,5,0
2,1,4.045,5,0
3,1,4.392,5,1
3,0,2.224,4,0
5,0,3.288,3,0
174,0,0.101,1,1
10,0,3.061,3,0
8,0,1.757,2,0
10,1,2.924,5,0
9,1,1.434,5,0
2,1,0.646,5,0
11,0,1.779,4,0
2,0,1.659,4,0
153,0,0.128,1,1
10,1,3.806,2,0
4,1,2.546,2,0
2,1,1.48,7,0
4,1,0.666,5,1
4,0,1.569,5,0
5,0,3.383,6,1
11,1,0.974,3,0
1,1,1.121,7,0
12,1,1.401,4,0
92,3,0.172,1,1
6,1,2.147,7,0
3,0,0.634,6,0
8,1,3.06,6,1
3,0,1.668,3,0
11,1,3.713,3,0
14,1,4.85,6,0
7,1,4.288,7,0
12,1,3.6,6,1
8,0,2.069,4,0
13,0,2.467,3,0
12,1,4.56,7,0
7,1,1.791,4,0
9,0,2.05,2,0
10,1,1.559,5,0
6,0,2.005,4,1
10,1,2.204,6,0
8,0,1.605,5,0
144,0,0.102,1,1
3,0,3.179,3,0
1,0,4.579,4,0
8,0,1.571,2,0
8,0,2.499,3,0
12,0,1.475,5,0
7,1,0.959,5,0
2,1,4.218,3,0
4,0,2.176,7,0
12,1,4.077,6,1
112,3,0.059,1,1
14,1,3.534,4,0
6,0,2.266,6,0
6,1,1.072,3,1
5,1,0.853,6,0
118,1,0.195,1,1
11,0,0.936,2,0
1,1,4.978,3,0
6,1,1.775,4,0
13,1,1.864,5,1
1,0,3.423,6,0
82,3,0.021,1,0
4,1,0.815,7,1
5,0,3.592,4,0
12,1,3.08,5,0
1,1,2.04,5,1
188,1,0.11,1,0
14,0,3.459,4,0
2,1,0.926,6,0
8,0,1.544,6,0
3,0,2.224,7,0
8,1,3.726,4,0
10,1,2.195,5,0
9,0,3.037,5,0
5,1,1.399,4,0
13,1,3.884,2,0
1,0,0.741,5,0
2,0,2.535,2,0
9,0,3.717,5,0
8,1,2.802,5,0
1,0,3.389,7,0
8,1,3.749,7,1
2,1,1.992,5,1
8,0,3.54,3,0
195,2,0.051,1,0
8,1,4.985,2,0
4,1,2.176,5,0
3,0,4.653,2,0
8,1,2.67,7,0
2,0,3.108,2,0
5,1,3.631,5,0
4,1,2.043,5,0
7,0,4.582,4,0
11,1,3.029,6,0
2,1,3.384,3,1
11,0,4.433,3,0
3,1,4.437,4,0
6,0,0.595,3,1
2,1,1.598,6,0
2,0,1.163,6,0
13,1,1.07,2,0
9,0,0.584,3,0
13,1,2.476,2,0
2,1,2.48,5,0
6,0,3.352,4,0
4,0,3.336,3,0
14,0,2.185,6,1
4,0,3.466,7,0
5,1,2.655,4,0
3,0,3.943,4,1
7,1,1.48,7,0
10,1,4.128,5,0
8,0,3.204,5,0
13,1,3.655,6,0
14,1,1.49,6,0
5,0,2.086,4,1
13,0,3.564,4,0
3,0,3.568,6,0
5,1,2.389,6,0
6,1,4.427,5,0
10,1,0.919,7,0
137,3,0.137,1,0
7,0,1.952,5,1
1,1,0.905,4,0
2,1,3.988,3,1
11,0,1.338,5,0
171,0,0.026,1,0
1,0,3.941,4,0
13,1,4.429,6,0
9,1,1.303,3,0
3,0,4.427,5,0
9,0,4.646,4,0
13,0,1.917,4,0
3,1,4.897,7,1
12,0,4.859,6,1
9,1,4.877,5,0
2,1,0.956,6,0
11,1,1.587,5,0
11,0,3.406,3,0
7,1,4.989,7,0
86,2,0.044,1,0
4,0,0.908,3,0
7,0,0.57,3,0
12,0,2.366,3,0
8,1,3.723,3,0
7,1,1.467,3,1
2,1,4.159,6,0
13,0,3.548,5,0
10,1,1.95,4,1
11,1,3.921,4,0
4,1,3.041,3,0
5,1,1.601,2,0
5,1,3.701,2,0
40,3,0.03,1,0
7,1,2.952,5,1
14,1,1.079,3,0
1,1,3.586,5,0
7,0,2.755,7,0
13,1,2.904,5,1
9,1,0.715,3,1
4,0,4.602,2,0
2,0,1.623,2,0
8,0,0.548,7,0
1,1,4.856,6,0
6,1,2.654,2,0
8,1,1.401,4,1
104,0,0.121,1,1
7,0,4.625,2,0
12,0,1.888,2,0
156,0,0.03,1,0
7,1,4.525,5,0
2,1,0.893,6,0
7,1,4.495,4,1
9,0,1.07,4,0
9,1,1.391,4,0
162,1,0.072,1,0
12,1,3.541,7,0
13,1,0.745,3,0
2,1,2.136,2,0
14,0,4.418,3,0
11,1,2.647,4,0
2,0,3.807,6,0
9,1,4.714,6,0
14,0,2.702,2,0
5,1,2.454,5,1
12,1,3.382,5,0
6,0,4.001,4,0
11,0,1.149,4,0
3,1,0.551,4,0
4,0,0.676,3,0
3,1,4.387,6,0
9,1,4.159,3,0
7,0,1.107,6,1
7,1,3.133,2,0
5,0,2.858,2,1
2,0,4.027,2,0
9,1,3.779,5,0
5,1,2.541,4,1
13,0,2.76,4,0
141,1,0.091,1,1
6,1,1.042,3,0
9,0,4.435,3,0
13,1,3.904,4,0
12,0,0.93,2,0
4,0,2.151,6,0
6,0,3.76,5,0
13,0,0.507,7,0
13,0,1.362,6,0
6,0,0.874,5,0
10,1,1.677,6,0
13,0,2.3,3,0
9,0,1.901,7,0
9,0,3.348,6,1
7,1,2.321,3,1
8,0,1.061,4,0
4,1,0.587,4,1
6,1,1.365,6,1
5,1,2.655,7,0
9,0,0.51,3,0
2,1,4.503,7,0
13,0,3.953,2,0
5,1,2.691,3,0
7,0,4.259,6,0
4,0,3.637,5,0
11,0,2.958,2,0
13,1,4.396,4,0
13,0,1.252,2,1
10,0,0.592,2,0
5,0,0.899,6,0
13,0,1.325,3,1
12,1,1.352,2,0
9,1,4.049,4,1
4,0,3.795,3,0
6,0,3.853,3,0
10,0,3.99,6,0
2,0,1.419,6,0
7,0,3.047,5,0
14,1,2.515,3,0
8,0,3.84,5,0
160,2,0.039,1,1
1,0,1.83,7,0
6,0,3.594,6,0
1,1,2.377,5,0
8,0,4.57,7,0
183,1,0.182,1,0
146,2,0.107,1,0
11,1,2.255,7,1
2,1,4.71,5,0
10,1,2.215,2,0
1,1,1.197,2,1
8,0,3.621,6,0
1,1,3.089,7,0
13,1,2.874,2,0
9,0,1.695,6,0
2,1,2.707,2,0
3,1,3.077,5,0
14,1,4.927,6,0
2,1,4.11,7,0
6,1,0.791,3,0
4,1,3.156,4,0
93,1,0.123,1,1
5,0,1.57,6,0
9,1,2.319,5,0
9,1,4.301,2,0
5,0,1.599,6,0
9,1,2.266,4,0
3,0,4.018,2,0
2,0,4.603,5,0
12,0,2.62,7,0
88,2,0.152,1,0
2,1,4.371,6,0
10,0,3.991,3,0
6,0,3.209,5,0
8,0,2.332,7,0
12,0,3.619,4,0
6,1,3.126,5,0
6,0,4.107,7,1
14,1,3.297,7,0
13,1,1.659,7,0
170,0,0.141,1,0
1,0,1.321,2,0
20,3,0.156,1,0
3,1,2.361,5,1
5,1,0.776,2,0
7,0,4.115,4,0
192,0,0.017,1,1
13,1,3.731,3,0
1,1,1.641,7,0
14,1,3.655,6,0
3,1,2.607,2,0
11,1,3.956,2,0
1,1,1.675,6,0
14,1,1.76,3,0
8,1,2.391,5,0
8,1,2.865,4,0
5,0,2.091,3,0
9,1,2.907,6,0
3,1,3.984,6,0
13,0,3.542,4,0
11,1,1.685,6,1
113,3,0.064,1,1
11,1,0.537,4,1
4,0,2.31,3,0
9,1,2.498,7,0
1,1,3.69,4,1
1,1,2.753,3,0
13,0,0.712,3,0
7,0,2.776,7,0
13,0,2.379,4,0
8,1,3.908,2,0
10,1,1.261,6,0
7,0,3.921,7,0
126,0,0.185,1,1
6,0,3.702,6,1
9,1,0.534,3,0
14,0,2.446,7,0
3,1,0.69,5,0
11,0,1.08,2,0
8,1,4.925,3,1
12,1,4.161,3,0
10,0,4.643,5,0
14,0,1.997,5,1
12,0,3.537,5,0
8,0,1.554,2,0
13,0,1.534,3,0
1,0,1.418,5,0
12,1,4.375,3,1
2,0,1.67,3,0
9,1,2.209,4,0
3,0,4.437,6,0
8,0,0.683,4,0
5,0,3.961,3,0
9,0,0.821,6,0
1,0,1.22,3,0
14,0,1.879,6,0
4,1,1.067,4,0
10,0,1.721,4,0
11,0,4.892,3,0
3,0,4.138,4,0
13,0,2.511,5,0
107,2,0.015,1,1
11,1,3.298,6,0
10,1,1.405,5,0
108,3,0.157,1,0
7,0,0.789,5,1
14,1,2.229,4,1
4,0,4.839,3,1
9,1,2.198,3,0
7,1,2.555,7,0
6,1,4.644,6,0
4,0,1.938,5,1
7,0,0.965,3,0
1,0,1.286,6,1
8,0,2.847,2,1
7,0,1.087,6,0
2,1,3.935,7,0
13,0,1.438,5,0
11,0,1.724,3,0
9,0,0.861,2,1
5,1,0.58,5,0
9,0,1.706,2,0
184,0,0.179,1,1
9,1,1.968,7,1
172,0,0.186,1,1
8,0,1.09,6,0
111,1,0.036,1,0
130,2,0.163,1,1
10,0,0.747,6,0
10,1,3.326,2,0
7,0,3.685,3,0
141,2,0.122,1,0
3,0,4.715,6,0
1,0,5.0,3,0
3,1,3.297,4,0
9,0,4.986,7,0
11,1,2.339,4,0
2,0,2.128,5,0
8,1,2.729,7,0
3,1,3.708,6,1
1,1,1.493,3,1
14,0,1.884,4,0
4,1,1.841,5,0
14,1,3.556,4,0
13,1,0.713,2,0
11,0,0.928,4,1
2,0,2.603,4,0
2,1,2.358,3,0
9,0,3.289,5,0
12,1,0.799,5,0
2,1,4.117,5,1
8,0,3.789,2,1
12,1,4.068,5,0
9,1,0.731,5,0
2,1,3.38,7,0
13,0,1.262,5,0
7,1,2.577,4,0
12,0,3.959,2,0
167,1,0.048,1,1
2,0,4.799,6,0
14,1,1.702,3,1
11,0,4.368,5,0
35,2,0.109,1,1
4,0,1.284,7,0
4,0,4.775,2,0
95,1,0.148,1,0
1,1,2.003,4,0
3,0,0.805,3,0
3,0,3.105,6,0
5,0,3.89,5,0
12,0,4.269,4,0
7,1,3.644,2,0
14,0,0.756,2,0
12,1,4.99,7,0
10,1,3.166,6,0
5,1,0.963,7,0
164,2,0.081,1,1
4,1,2.007,6,0
13,1,1.75,4,0
6,1,0.555,2,0
12,1,2.715,7,0
10,1,3.117,5,0
11,1,3.964,7,0
12,0,3.483,4,1
6,0,2.153,7,0
6,1,1.278,4,0
13,1,1.294,7,0
4,1,4.089,4,0
4,0,1.807,3,1
3,1,2.274,3,0
14,1,3.942,2,0
14,0,2.058,4,0
3,0,2.572,5,1
2,1,4.37,7,0
10,1,2.699,7,0
14,1,0.749,2,1
3,1,4.653,4,0
11,0,0.559,2,0
3,1,4.338,3,0
10,1,2.522,6,0
1,1,2.628,7,0
142,0,0.026,1,0
2,1,3.582,2,0
164,1,0.102,1,0
4,1,4.946,4,0
6,1,1.588,2,0
1,1,3.813,6,0
11,1,0.992,7,0
9,1,1.863,4,0
13,0,4.88,5,0
2,0,1.621,6,0
9,1,1.556,2,0
6,1,2.139,7,0
13,1,0.675,5,0
13,1,2.856,3,1
9,1,3.755,4,0
10,1,4.802,4,0
7,0,3.326,7,1
11,1,1.996,4,0
7,1,2.164,7,1
14,0,4.981,6,0
3,1,3.638,2,0
12,1,4.691,6,0
7,1,1.87,5,0
13,0,4.995,2,0
6,1,4.65,4,0
11,0,2.105,6,0
3,1,1.814,4,0
9,1,4.667,6,0
1,1,3.699,4,0
4,0,2.853,6,1
5,1,2.969,4,0
2,0,3.04,4,0
25,0,0.185,1,0
8,0,4.553,5,0
11,0,2.763,6,0
4,0,0.95,6,0
6,1,3.029,6,1
5,1,1.082,2,0
120,2,0.142,1,0
9,0,2.377,2,0
7,0,4.069,4,0
9,1,1.09,2,1
6,0,1.44,3,1
4,1,4.79,2,0
4,1,0.948,4,0
8,1,2.868,5,0
2,0,3.579,6,0
9,0,2.172,4,1
7,0,3.975,7,0
8,0,1.449,7,0
1,0,2.121,5,0
9,0,1.965,2,0
14,1,1.559,7,0
5,0,1.568,4,1
11,0,3.822,6,0
3,1,3.741,5,0
12,1,2.123,5,0
14,1,2.621,6,0
8,1,0.817,6,0
10,0,1.527,7,0
13,1,4.127,5,0
9,0,2.914,5,0
14,1,1.28,2,0
11,0,1.132,5,0
198,0,0.022,1,0
10,0,4.679,4,0
10,1,4.694,5,0
8,1,3.892,5,0
1,0,2.655,2,0
12,0,0.855,6,0
11,0,1.411,7,0
112,3,0.026,1,0
13,0,4.718,3,0
10,1,3.051,3,0
8,0,0.51,6,0
8,1,4.064,2,0
9,1,2.68,2,0
5,1,2.346,3,0
6,1,4.369,4,0
1,0,2.324,4,0
1,1,3.137,7,0
4,0,3.217,2,0
113,2,0.179,1,1
1,0,2.855,6,0
3,0,0.706,4,0
10,1,4.735,5,0
125,0,0.166,1,1
2,1,3.856,6,0
4,1,4.247,6,0
12,0,1.7,6,0
8,1,0.968,3,0
14,0,4.861,7,0
10,0,3.104,6,1
14,0,1.33,3,0
14,0,4.194,7,0
14,0,2.28,6,0
11,0,2.77,4,0
13,1,3.631,5,0
12,1,4.79,4,0
11,1,4.202,2,0
14,0,2.526,2,0
2,1,4.626,4,0
8,1,0.865,4,0
13,0,4.58,3,0
2,1,4.612,4,0
11,1,1.397,6,0
9,1,2.963,6,0
6,1,2.371,4,0
7,0,2.908,3,0
10,0,4.397,6,0
131,0,0.107,1,0
1,1,3.829,6,0
2,0,3.494,4,0
10,0,2.278,7,0
3,0,3.529,7,0
11,1,2.043,2,0
6,1,0.948,7,1
12,1,4.102,5,0
6,1,2.549,5,0
12,0,2.438,4,0
11,1,1.175,5,1
2,1,1.525,3,1
7,1,4.579,2,0
1,1,2.905,4,0
10,0,2.905,4,0
3,1,2.201,3,0
8,0,1.036,7,0
1,0,3.584,2,0
6,0,1.092,4,0
192,2,0.045,1,0
6,0,2.447,2,0
10,0,0.702,2,0
12,1,4.455,7,0
1,0,0.946,7,0
10,1,1.233,3,0
2,1,3.435,2,0
9,1,4.796,7,0
102,0,0.099,1,1
2,1,0.936,4,0
11,1,1.439,6,0
1,1,4.849,6,0
3,0,4.483,4,1
131,1,0.033,1,0
5,1,3.721,4,0
11,0,2.145,7,0
6,0,2.635,4,0
2,0,4.476,2,0
13,0,3.89,5,0
4,0,4.159,5,0
1,0,0.626,5,0
178,1,0.095,1,1
8,0,3.238,5,1
3,1,0.519,5,0
2,0,0.94,7,1
2,0,3.124,4,0
12,1,3.718,6,1
10,0,1.913,6,0
6,1,2.76,6,0
9,1,1.117,7,1
102,0,0.125,1,1
2,1,4.482,4,0
12,0,3.942,5,0
78,0,0.057,1,1
12,0,3.519,6,1
7,0,2.882,2,0
1,0,4.648,3,0
51,0,0.075,1,0
3,0,0.773,4,0
8,0,2.873,3,0
8,0,3.525,2,1
14,0,3.363,3,1
125,0,0.062,1,0
4,0,2.028,5,0
7,1,3.229,4,0
10,1,0.501,3,0
9,0,1.608,6,1
159,3,0.077,1,1
12,0,3.052,6,0
11,0,3.431,5,0
1,1,4.911,7,0
12,1,2.941,2,0
4,0,4.897,2,0
8,1,4.772,3,0
2,0,2.316,3,1
13,1,4.022,7,0
13,1,3.801,7,0
1,0,2.981,6,0
2,1,2.612,5,0
2,0,2.38,5,1
12,0,1.947,3,0
2,0,0.885,5,0
10,0,0.536,7,0
14,0,2.827,4,0
3,0,3.975,3,0
51,0,0.13,1,1
7,0,1.83,5,0
1,0,3.679,7,0
5,0,1.71,4,0
5,1,0.628,3,0
3,1,2.073,2,0
56,3,0.021,1,1
126,3,0.088,1,0
2,1,2.825,5,0
12,0,2.011,4,0
11,1,3.629,5,0
13,1,3.84,3,1
10,0,2.024,7,0
8,0,4.923,5,0
2,0,2.994,2,0
12,1,2.97,2,0
2,1,3.359,4,0
12,1,1.936,6,0
11,0,1.982,3,0
2,0,3.375,3,0
5,0,4.198,2,0
4,0,4.017,3,0
14,0,3.016,3,0
4,1,2.907,3,0
10,1,1.622,3,0
166,2,0.088,1,0
1,1,3.594,7,0
13,0,2.917,4,0
8,0,4.704,3,0
7,0,2.518,5,0
5,1,1.838,3,0
5,0,1.987,3,0
3,0,3.169,2,0
1,1,2.441,3,0
5,1,4.14,5,0
4,1,3.993,4,1
11,1,3.173,3,0
6,0,3.325,7,0
9,1,3.868,6,1
8,0,4.709,5,1
5,1,3.105,6,0
11,1,0.925,7,1
3,1,2.698,7,0
2,0,3.454,3,0
9,0,1.229,5,0
94,2,0.134,1,1
1,1,0.683,2,0
8,0,4.789,6,1
5,1,0.547,5,0
3,1,4.466,4,0
4,0,3.969,4,0
3,0,3.674,4,0
9,0,4.893,5,0
6,1,3.519,7,0
8,0,4.567,5,0
6,0,2.775,5,0
8,0,1.589,2,1
11,1,3.731,7,0
4,1,3.954,7,0
5,1,1.968,4,0
8,1,1.28,7,0
97,3,0.058,1,1
5,0,4.487,4,0
193,3,0.146,1,0
2,0,2.884,6,0
186,1,0.14,1,1
179,0,0.181,1,1
13,1,3.971,3,1
8,0,2.965,6,0
74,0,0.059,1,0
14,1,1.751,7,0
117,2,0.042,1,1
1,0,4.378,2,0
123,3,0.098,1,0
112,2,0.076,1,0
6,1,3.927,4,0
11,0,3.756,7,0
14,1,2.11,5,0
2,0,3.864,5,0
14,0,2.472,4,0
8,0,1.986,2,0
1,0,2.048,5,0
7,1,1.0,6,0
5,1,4.225,2,0
4,0,2.439,3,0
14,0,2.821,6,0
11,1,2.63,4,0
12,0,1.28,2,0
10,0,0.713,7,1
10,1,3.585,6,0
9,0,1.952,6,0
14,1,2.605,7,0
7,1,0.633,2,0
4,1,3.616,7,1
4,0,4.178,3,0
6,0,1.35,3,1
5,1,0.998,4,1
5,0,2.473,4,0
23,3,0.118,1,1
3,1,1.192,4,0
20,2,0.042,1,1
9,1,2.856,2,0
13,0,4.381,6,0
12,1,4.764,5,0
165,0,0.1,1,0
